Week,Market,Channel,Product,Impressions,Clicks,Spend_AED,Conversions,Sales_AED,Engagement_Rate,Brand_Awareness_Score,Purchase_Intent_Score,Influencer_Name,Follower_Count,Influencer_Engagement_Rate,TV_GRP,PR_Mentions,PR_Share_of_Voice,Website_Sessions,Bounce_Rate,Avg_Session_Duration_Sec,Page_Views_Per_Session,Competitor_SOV,Sentiment_Score
5,SEEG,Influencer,Galaxy Z Flip8,N/A,N/A,5278,7,2267,3.31,59.1,49.2,Influencer_14,449739,3.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.9,0.76
5,SEEG,TV,Galaxy Z Flip8,N/A,N/A,20908,N/A,N/A,N/A,73.0,62.8,N/A,N/A,N/A,571,N/A,N/A,N/A,N/A,N/A,N/A,7.9,0.75
5,SEEG,Search,Galaxy Z Flip8,266410,3949,13697,454,202739,1.48,53.1,42.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.86
5,SEEG,Website,Galaxy Z Flip8,N/A,N/A,N/A,649,142192,N/A,59.4,38.9,N/A,N/A,N/A,N/A,N/A,N/A,44577,43.8,202,3.24,14.7,0.79
5,SEEG,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,77.0,53.3,N/A,N/A,N/A,N/A,39,43.2,N/A,N/A,N/A,N/A,7.9,0.88
5,SEEG,Paid Social,Galaxy S24,288118,2948,13383,236,38585,1.43,63.7,49.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.75
5,SEEG,Influencer,Galaxy S24,N/A,N/A,4084,26,6157,3.31,58.2,48.6,Influencer_14,746302,3.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,0.8
5,SEEG,TV,Galaxy S24,N/A,N/A,26484,N/A,N/A,N/A,74.1,66.3,N/A,N/A,N/A,329,N/A,N/A,N/A,N/A,N/A,N/A,7.3,0.89
5,SEEG,Search,Galaxy S24,198771,2937,10164,323,174267,1.48,48.5,56.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.5,0.78
5,SEEG,Website,Galaxy S24,N/A,N/A,N/A,533,112518,N/A,54.3,46.5,N/A,N/A,N/A,N/A,N/A,N/A,45065,29.1,197,3.49,5.8,0.89
5,SEEG,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,76.4,54.4,N/A,N/A,N/A,N/A,9,42.3,N/A,N/A,N/A,N/A,9.5,0.84
5,SEEG,Paid Social,Galaxy Tab S10,604093,7331,8704,493,176153,1.1,55.3,52.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,0.71
5,SEEG,Influencer,Galaxy Tab S10,N/A,N/A,6012,43,12307,3.86,66.2,41.0,Influencer_14,780170,3.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.89
5,SEEG,TV,Galaxy Tab S10,N/A,N/A,43204,N/A,N/A,N/A,59.1,52.0,N/A,N/A,N/A,359,N/A,N/A,N/A,N/A,N/A,N/A,15.9,0.9
5,SEEG,Search,Galaxy Tab S10,249168,5251,12957,839,449108,2.11,49.1,41.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.83
5,SEEG,Website,Galaxy Tab S10,N/A,N/A,N/A,575,154426,N/A,61.3,45.2,N/A,N/A,N/A,N/A,N/A,N/A,68661,30.4,214,3.67,6.7,0.85
5,SEEG,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,78.7,57.1,N/A,N/A,N/A,N/A,40,50.1,N/A,N/A,N/A,N/A,2.2,0.8
5,SEEG,Paid Social,Galaxy Buds3,467460,6900,24960,628,181587,1.09,59.9,33.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.3,0.84
5,SEEG,Influencer,Galaxy Buds3,N/A,N/A,8346,26,7224,3.13,51.3,31.8,Influencer_14,661834,3.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2,0.92
5,SEEG,TV,Galaxy Buds3,N/A,N/A,29923,N/A,N/A,N/A,57.9,43.5,N/A,N/A,N/A,466,N/A,N/A,N/A,N/A,N/A,N/A,15.2,0.89
5,SEEG,Search,Galaxy Buds3,543625,8248,15721,709,329234,1.52,53.5,41.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.1,0.92
5,SEEG,Website,Galaxy Buds3,N/A,N/A,N/A,1161,245183,N/A,52.1,42.8,N/A,N/A,N/A,N/A,N/A,N/A,86680,29.7,177,2.62,7.9,0.81
5,SEEG,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,74.5,47.8,N/A,N/A,N/A,N/A,59,49.9,N/A,N/A,N/A,N/A,5.8,0.85
5,SEEG,Paid Social,Galaxy Watch6,230825,2374,10711,158,39821,1.26,56.6,60.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.0,0.74
5,SEEG,Influencer,Galaxy Watch6,N/A,N/A,3528,15,5740,5.76,60.7,40.3,Influencer_14,505002,5.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,0.85
5,SEEG,TV,Galaxy Watch6,N/A,N/A,30648,N/A,N/A,N/A,63.6,47.9,N/A,N/A,N/A,343,N/A,N/A,N/A,N/A,N/A,N/A,17.0,0.73
5,SEEG,Search,Galaxy Watch6,306345,4135,5656,725,389750,1.35,71.8,49.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0,0.88
5,SEEG,Website,Galaxy Watch6,N/A,N/A,N/A,631,145325,N/A,57.5,43.0,N/A,N/A,N/A,N/A,N/A,N/A,47159,42.6,163,3.41,8.7,0.79
5,SEEG,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,63.6,52.1,N/A,N/A,N/A,N/A,41,23.8,N/A,N/A,N/A,N/A,8.9,0.86
5,SEIL,Paid Social,Galaxy Z Fold8,387964,3958,8284,377,98491,1.47,54.8,33.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.72
5,SEIL,Influencer,Galaxy Z Fold8,N/A,N/A,2565,35,11397,4.19,53.6,49.8,Influencer_17,885066,4.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.8,0.86
5,SEIL,TV,Galaxy Z Fold8,N/A,N/A,29773,N/A,N/A,N/A,69.6,46.0,N/A,N/A,N/A,390,N/A,N/A,N/A,N/A,N/A,N/A,10.1,0.78
5,SEIL,Search,Galaxy Z Fold8,243885,3214,12276,392,213629,1.32,61.4,51.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.0,0.92
5,SEIL,Website,Galaxy Z Fold8,N/A,N/A,N/A,468,107732,N/A,44.2,30.9,N/A,N/A,N/A,N/A,N/A,N/A,57494,30.3,270,3.61,9.8,0.87
5,SEIL,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,79.2,69.0,N/A,N/A,N/A,N/A,14,19.0,N/A,N/A,N/A,N/A,10.1,0.86
5,SEIL,Paid Social,Galaxy Z Flip8,559857,7210,15679,699,125650,1.43,69.5,48.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.9,0.95
5,SEIL,Influencer,Galaxy Z Flip8,N/A,N/A,4650,20,9464,5.09,55.4,47.2,Influencer_18,277335,5.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.9,0.9
5,SEIL,TV,Galaxy Z Flip8,N/A,N/A,30570,N/A,N/A,N/A,59.6,61.6,N/A,N/A,N/A,609,N/A,N/A,N/A,N/A,N/A,N/A,18.0,0.91
5,SEIL,Search,Galaxy Z Flip8,270843,3662,8075,510,184090,1.35,63.2,45.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.86
5,SEIL,Website,Galaxy Z Flip8,N/A,N/A,N/A,1189,266603,N/A,53.9,43.1,N/A,N/A,N/A,N/A,N/A,N/A,68203,30.9,237,2.57,10.6,0.92
5,SEIL,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,65.5,50.5,N/A,N/A,N/A,N/A,44,24.7,N/A,N/A,N/A,N/A,3.3,0.93
5,SEIL,Paid Social,Galaxy S24,464705,6587,9923,490,107586,1.42,51.9,41.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5,0.77
5,SEIL,Influencer,Galaxy S24,N/A,N/A,2302,17,8080,3.28,66.2,47.6,Influencer_17,660237,3.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,0.88
5,SEIL,TV,Galaxy S24,N/A,N/A,20601,N/A,N/A,N/A,60.2,63.5,N/A,N/A,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A,16.1,0.73
5,SEIL,Search,Galaxy S24,168438,3638,14536,486,149950,2.16,59.2,56.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.3,0.83
5,SEIL,Website,Galaxy S24,N/A,N/A,N/A,851,281020,N/A,58.9,53.0,N/A,N/A,N/A,N/A,N/A,N/A,55598,41.6,225,3.88,6.7,0.91
5,SEIL,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,79.1,70.8,N/A,N/A,N/A,N/A,43,22.9,N/A,N/A,N/A,N/A,8.6,0.82
5,SEIL,Paid Social,Galaxy Tab S10,539791,7354,15189,722,167344,1.15,50.8,49.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,0.89
5,SEIL,Influencer,Galaxy Tab S10,N/A,N/A,2609,30,14391,3.6,60.3,34.5,Influencer_16,921354,3.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.9,0.88
5,SEIL,TV,Galaxy Tab S10,N/A,N/A,25463,N/A,N/A,N/A,70.9,42.7,N/A,N/A,N/A,696,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0.8
5,SEIL,Search,Galaxy Tab S10,327168,6128,14719,778,307583,1.87,51.7,47.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.2,0.88
5,SEIL,Website,Galaxy Tab S10,N/A,N/A,N/A,849,351731,N/A,53.3,45.3,N/A,N/A,N/A,N/A,N/A,N/A,48530,40.0,150,3.15,12.6,0.76
5,SEIL,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,73.3,51.9,N/A,N/A,N/A,N/A,40,43.4,N/A,N/A,N/A,N/A,5.1,0.88
5,SEIL,Paid Social,Galaxy Buds3,624124,8828,20577,971,307801,1.14,61.4,48.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.0,0.77
5,SEIL,Influencer,Galaxy Buds3,N/A,N/A,9643,23,7495,5.87,49.9,32.4,Influencer_18,317825,5.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.79
5,SEIL,TV,Galaxy Buds3,N/A,N/A,53442,N/A,N/A,N/A,57.8,59.9,N/A,N/A,N/A,774,N/A,N/A,N/A,N/A,N/A,N/A,15.5,0.87
5,SEIL,Search,Galaxy Buds3,581298,11859,27329,1661,757692,2.04,47.7,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,0.92
5,SEIL,Website,Galaxy Buds3,N/A,N/A,N/A,936,367800,N/A,61.2,40.6,N/A,N/A,N/A,N/A,N/A,N/A,108788,30.2,231,3.12,8.1,0.76
5,SEIL,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,66.0,66.5,N/A,N/A,N/A,N/A,86,46.8,N/A,N/A,N/A,N/A,4.8,0.87
5,SEIL,Paid Social,Galaxy Watch6,420081,5935,15521,335,102617,1.46,60.9,40.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.8,0.7
5,SEIL,Influencer,Galaxy Watch6,N/A,N/A,1962,15,4499,5.31,47.1,48.0,Influencer_16,222143,5.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.76
5,SEIL,TV,Galaxy Watch6,N/A,N/A,22990,N/A,N/A,N/A,68.4,67.1,N/A,N/A,N/A,306,N/A,N/A,N/A,N/A,N/A,N/A,17.1,0.8
5,SEIL,Search,Galaxy Watch6,355080,5075,8026,868,303323,1.43,52.4,53.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.5,0.79
5,SEIL,Website,Galaxy Watch6,N/A,N/A,N/A,429,142273,N/A,48.1,30.6,N/A,N/A,N/A,N/A,N/A,N/A,27627,35.0,274,2.56,11.8,0.87
5,SEIL,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,60.6,65.6,N/A,N/A,N/A,N/A,12,23.2,N/A,N/A,N/A,N/A,7.9,0.82
5,SEPAK,Paid Social,Galaxy Z Fold8,355299,5022,5912,231,63785,1.29,64.5,31.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.4,0.84
5,SEPAK,Influencer,Galaxy Z Fold8,N/A,N/A,3796,13,5842,5.08,62.3,48.5,Influencer_23,300198,5.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.8,0.9
5,SEPAK,TV,Galaxy Z Fold8,N/A,N/A,19920,N/A,N/A,N/A,66.5,45.0,N/A,N/A,N/A,216,N/A,N/A,N/A,N/A,N/A,N/A,18.6,0.84
5,SEPAK,Search,Galaxy Z Fold8,198974,2967,5219,303,112685,1.49,54.0,42.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.3,0.86
5,SEPAK,Website,Galaxy Z Fold8,N/A,N/A,N/A,327,106032,N/A,58.9,41.3,N/A,N/A,N/A,N/A,N/A,N/A,40048,32.9,245,3.64,11.3,0.75
5,SEPAK,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,69.4,48.7,N/A,N/A,N/A,N/A,19,28.4,N/A,N/A,N/A,N/A,4.8,0.82
5,SEPAK,Paid Social,Galaxy Z Flip8,498153,7387,9074,626,126402,1.46,60.3,33.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.91
5,SEPAK,Influencer,Galaxy Z Flip8,N/A,N/A,5538,38,16348,5.44,44.1,34.3,Influencer_20,958154,5.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.78
5,SEPAK,TV,Galaxy Z Flip8,N/A,N/A,30639,N/A,N/A,N/A,69.1,52.7,N/A,N/A,N/A,451,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.86
5,SEPAK,Search,Galaxy Z Flip8,417513,7358,15608,990,340465,1.76,63.3,43.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.86
5,SEPAK,Website,Galaxy Z Flip8,N/A,N/A,N/A,626,191822,N/A,45.1,48.7,N/A,N/A,N/A,N/A,N/A,N/A,36403,26.6,182,3.64,7.2,0.83
5,SEPAK,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,68.1,50.3,N/A,N/A,N/A,N/A,20,16.2,N/A,N/A,N/A,N/A,9.2,0.88
5,SEPAK,Paid Social,Galaxy S24,357075,5041,10280,362,81155,1.1,51.3,58.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,0.83
5,SEPAK,Influencer,Galaxy S24,N/A,N/A,1743,16,5711,4.47,42.6,43.4,Influencer_20,589684,4.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,0.85
5,SEPAK,TV,Galaxy S24,N/A,N/A,18585,N/A,N/A,N/A,66.6,65.9,N/A,N/A,N/A,256,N/A,N/A,N/A,N/A,N/A,N/A,18.1,0.86
5,SEPAK,Search,Galaxy S24,148382,2024,10210,163,61107,1.36,50.8,37.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.8,0.83
5,SEPAK,Website,Galaxy S24,N/A,N/A,N/A,298,66591,N/A,52.7,33.9,N/A,N/A,N/A,N/A,N/A,N/A,29839,34.2,174,2.59,9.0,0.85
5,SEPAK,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,57.9,50.8,N/A,N/A,N/A,N/A,19,25.3,N/A,N/A,N/A,N/A,4.6,0.95
5,SEPAK,Paid Social,Galaxy Tab S10,434059,5248,13210,364,124395,1.45,59.3,50.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,0.85
5,SEPAK,Influencer,Galaxy Tab S10,N/A,N/A,2676,24,5536,3.26,60.4,42.6,Influencer_23,966150,3.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,0.82
5,SEPAK,TV,Galaxy Tab S10,N/A,N/A,41284,N/A,N/A,N/A,61.9,62.7,N/A,N/A,N/A,424,N/A,N/A,N/A,N/A,N/A,N/A,17.5,0.85
5,SEPAK,Search,Galaxy Tab S10,328920,4635,6051,733,400750,1.41,49.3,55.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3,0.81
5,SEPAK,Website,Galaxy Tab S10,N/A,N/A,N/A,337,142884,N/A,51.6,41.8,N/A,N/A,N/A,N/A,N/A,N/A,30019,26.0,280,3.71,8.5,0.89
5,SEPAK,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,66.9,55.6,N/A,N/A,N/A,N/A,30,41.8,N/A,N/A,N/A,N/A,6.3,0.85
5,SEPAK,Paid Social,Galaxy Buds3,618936,6324,11649,699,252022,1.47,70.9,56.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0,0.91
5,SEPAK,Influencer,Galaxy Buds3,N/A,N/A,7569,21,4957,4.22,63.5,44.6,Influencer_20,663100,4.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.3,0.92
5,SEPAK,TV,Galaxy Buds3,N/A,N/A,48435,N/A,N/A,N/A,71.8,60.7,N/A,N/A,N/A,635,N/A,N/A,N/A,N/A,N/A,N/A,9.6,0.83
5,SEPAK,Search,Galaxy Buds3,320104,5065,12691,877,481149,1.58,51.9,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0.87
5,SEPAK,Website,Galaxy Buds3,N/A,N/A,N/A,665,194324,N/A,41.8,36.9,N/A,N/A,N/A,N/A,N/A,N/A,74440,30.1,153,3.41,10.3,0.76
5,SEPAK,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,58.9,60.3,N/A,N/A,N/A,N/A,41,33.2,N/A,N/A,N/A,N/A,2.3,0.91
5,SEPAK,Paid Social,Galaxy Watch6,298735,4475,10756,354,95000,1.41,65.0,55.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0,0.71
5,SEPAK,Influencer,Galaxy Watch6,N/A,N/A,1779,24,5747,4.97,49.1,50.4,Influencer_20,360633,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.88
5,SEPAK,TV,Galaxy Watch6,N/A,N/A,13633,N/A,N/A,N/A,57.4,56.1,N/A,N/A,N/A,224,N/A,N/A,N/A,N/A,N/A,N/A,18.8,0.76
5,SEPAK,Search,Galaxy Watch6,248765,4819,8360,789,398026,1.94,54.9,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,0.87
5,SEPAK,Website,Galaxy Watch6,N/A,N/A,N/A,516,224530,N/A,61.6,42.5,N/A,N/A,N/A,N/A,N/A,N/A,39201,33.1,165,2.6,12.8,0.77
5,SEPAK,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,72.7,63.2,N/A,N/A,N/A,N/A,30,16.3,N/A,N/A,N/A,N/A,5.7,0.9
6,SGE,Paid Social,Galaxy Z Fold8,541370,7506,6959,487,141298,0.88,58.0,57.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0,0.93
6,SGE,Influencer,Galaxy Z Fold8,N/A,N/A,2584,22,5625,5.71,55.5,55.0,Influencer_1,321909,5.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,0.91
6,SGE,TV,Galaxy Z Fold8,N/A,N/A,25446,N/A,N/A,N/A,66.4,46.0,N/A,N/A,N/A,417,N/A,N/A,N/A,N/A,N/A,N/A,15.1,0.77
6,SGE,Search,Galaxy Z Fold8,377764,6959,9349,1076,507262,1.84,56.2,46.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,0.82
6,SGE,Website,Galaxy Z Fold8,N/A,N/A,N/A,637,260417,N/A,49.6,48.4,N/A,N/A,N/A,N/A,N/A,N/A,52530,30.5,201,2.77,7.6,0.84
6,SGE,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,78.3,60.3,N/A,N/A,N/A,N/A,54,25.9,N/A,N/A,N/A,N/A,8.7,0.91
6,SGE,B2B Roadshow,Galaxy Z Fold8,8961,N/A,3300,92,31252,4.93,65.8,54.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.88
6,SGE,Retail,Galaxy Z Fold8,20077,N/A,2849,83,51766,4.21,64.9,50.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.1,0.83
6,SGE,Paid Social,Galaxy Z Flip8,353296,3982,7492,452,126224,1.24,58.3,46.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.84
6,SGE,Influencer,Galaxy Z Flip8,N/A,N/A,3242,55,21386,5.65,63.9,26.2,Influencer_3,816972,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.4,0.82
6,SGE,TV,Galaxy Z Flip8,N/A,N/A,21025,N/A,N/A,N/A,79.8,51.7,N/A,N/A,N/A,284,N/A,N/A,N/A,N/A,N/A,N/A,12.0,0.76
6,SGE,Search,Galaxy Z Flip8,179056,2934,14349,408,187006,1.64,66.7,48.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0.9
6,SGE,Website,Galaxy Z Flip8,N/A,N/A,N/A,695,208700,N/A,64.7,43.7,N/A,N/A,N/A,N/A,N/A,N/A,54214,25.8,209,3.64,9.2,0.89
6,SGE,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,59.7,60.0,N/A,N/A,N/A,N/A,52,27.0,N/A,N/A,N/A,N/A,9.5,0.94
6,SGE,B2B Roadshow,Galaxy Z Flip8,15623,N/A,4625,92,30602,6.76,57.6,56.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,0.98
6,SGE,Retail,Galaxy Z Flip8,20854,N/A,5247,55,39884,3.83,53.3,45.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,0.93
6,SGE,Paid Social,Galaxy S24,378325,3841,10377,226,45387,0.86,51.3,52.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.1,0.79
6,SGE,Influencer,Galaxy S24,N/A,N/A,3942,14,4454,3.71,44.2,40.2,Influencer_2,367069,3.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0.84
6,SGE,TV,Galaxy S24,N/A,N/A,26397,N/A,N/A,N/A,79.9,53.7,N/A,N/A,N/A,454,N/A,N/A,N/A,N/A,N/A,N/A,10.2,0.91
6,SGE,Search,Galaxy S24,293051,5782,11084,936,439088,1.97,59.0,46.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.2,0.86
6,SGE,Website,Galaxy S24,N/A,N/A,N/A,314,110569,N/A,54.7,31.0,N/A,N/A,N/A,N/A,N/A,N/A,30776,40.4,244,3.04,11.0,0.82
6,SGE,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,62.5,51.9,N/A,N/A,N/A,N/A,16,34.4,N/A,N/A,N/A,N/A,3.1,0.87
6,SGE,B2B Roadshow,Galaxy S24,12147,N/A,6146,70,15978,5.13,60.7,57.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.83
6,SGE,Retail,Galaxy S24,25091,N/A,2735,57,43811,4.73,66.7,54.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,0.9
6,SGE,Paid Social,Galaxy Tab S10,477103,6007,21779,626,95813,1.02,61.2,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.82
6,SGE,Influencer,Galaxy Tab S10,N/A,N/A,2972,19,5274,3.98,56.8,44.1,Influencer_3,621216,3.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,0.84
6,SGE,TV,Galaxy Tab S10,N/A,N/A,46947,N/A,N/A,N/A,68.8,52.4,N/A,N/A,N/A,688,N/A,N/A,N/A,N/A,N/A,N/A,12.8,0.79
6,SGE,Search,Galaxy Tab S10,339619,7406,23651,1155,590313,2.18,50.4,36.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.1,0.89
6,SGE,Website,Galaxy Tab S10,N/A,N/A,N/A,720,290310,N/A,53.8,32.0,N/A,N/A,N/A,N/A,N/A,N/A,72272,39.6,266,3.15,13.7,0.83
6,SGE,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,76.2,53.5,N/A,N/A,N/A,N/A,22,41.7,N/A,N/A,N/A,N/A,4.2,0.85
6,SGE,B2B Roadshow,Galaxy Tab S10,9289,N/A,7446,63,23901,4.47,63.3,58.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.83
6,SGE,Retail,Galaxy Tab S10,20111,N/A,3463,58,80759,4.95,55.0,46.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0.91
6,SGE,Paid Social,Galaxy Buds3,717455,8217,18112,555,146801,1.23,71.6,59.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.2,0.91
6,SGE,Influencer,Galaxy Buds3,N/A,N/A,4893,15,3660,2.64,67.1,45.1,Influencer_3,680687,2.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.0,0.83
6,SGE,TV,Galaxy Buds3,N/A,N/A,30325,N/A,N/A,N/A,80.2,62.7,N/A,N/A,N/A,493,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.72
6,SGE,Search,Galaxy Buds3,596436,8689,10864,1422,540403,1.46,51.3,41.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,0.83
6,SGE,Website,Galaxy Buds3,N/A,N/A,N/A,1355,539873,N/A,54.0,50.0,N/A,N/A,N/A,N/A,N/A,N/A,101236,38.9,162,3.06,9.4,0.88
6,SGE,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,75.8,62.3,N/A,N/A,N/A,N/A,36,35.3,N/A,N/A,N/A,N/A,9.4,0.91
6,SGE,B2B Roadshow,Galaxy Buds3,16330,N/A,3041,79,25507,3.09,63.3,52.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,0.92
6,SGE,Retail,Galaxy Buds3,31783,N/A,2397,100,46116,2.07,56.5,46.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.3,0.91
6,SGE,Paid Social,Galaxy Watch6,536803,6025,14826,546,126774,1.07,71.9,32.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.1,0.79
