date,market,channel_group,sessions,users,bounce_rate,avg_session_sec,product_views,add_to_cart,transactions,revenue_usd
2026-06-01,KSA,Video,45608,33945,59.0%,184,70678,3968,328,236999.52
2026-06-01,KSA,Display,14538,12272,52.0%,142,34965,1458,61,45758.78
2026-06-01,KSA,Influencer,1326,1017,42.1%,71,2620,153,18,13485.26
2026-06-01,KSA,Organic Search,38731,29532,43.3%,69,88462,3640,531,383803.45
2026-06-01,KSA,Direct,37742,31117,32.2%,183,70695,1964,363,261538.2
2026-06-08,KSA,Paid Search,93254,71094,59.5%,87,136596,9004,476,342634.76
2026-06-08,KSA,Paid Social,209559,154716,52.1%,190,403232,12358,1293,942942.21
2026-06-08,KSA,Video,51592,37402,48.8%,89,128177,3640,348,242360.2
2026-06-08,KSA,Display,14251,11376,57.4%,141,30266,1203,56,40996.47
2026-06-08,KSA,Influencer,1542,1136,41.9%,123,3885,144,16,12340.19
2026-06-08,KSA,Organic Search,41033,30444,35.9%,153,70062,3357,378,252345.25
2026-06-08,KSA,Direct,32598,24795,40.7%,85,61243,2599,425,312160.51
2026-06-15,KSA,Paid Search,101255,80415,50.5%,187,251480,6234,320,234287.09
2026-06-15,KSA,Paid Social,240569,190608,58.2%,151,402439,14153,745,519363.38
2026-06-15,KSA,Video,56524,41544,49.6%,191,107142,3722,406,296502.52
2026-06-15,KSA,Display,11850,9729,59.3%,149,28135,1413,75,59261.61
2026-06-15,KSA,Influencer,1611,1181,39.4%,83,3246,137,18,13091.65
2026-06-15,KSA,Organic Search,42155,35853,42.9%,185,83469,3278,381,290558.15
2026-06-15,KSA,Direct,33259,27946,43.5%,69,55609,1963,518,341849.59
2026-06-22,KSA,Paid Search,76198,56441,54.7%,209,134104,7966,480,358163.49
2026-06-22,KSA,Paid Social,226617,165458,60.4%,206,450384,14035,1594,1218173.32
2026-06-22,KSA,Video,55707,47379,58.9%,174,135658,5622,170,117292.55
2026-06-22,KSA,Display,14704,10890,53.4%,149,20901,1625,74,51616.71
2026-06-22,KSA,Influencer,877,643,33.5%,86,1664,95,11,9289.38
2026-06-22,KSA,Organic Search,39769,32827,43.7%,159,85415,2061,529,381030.17
2026-06-22,KSA,Direct,37409,31012,37.6%,104,82523,3791,461,320053.97
2026-06-29,KSA,Paid Search,96439,82299,62.8%,165,230951,7655,644,485679.74
2026-06-29,KSA,Paid Social,266222,204382,50.7%,182,631013,23291,1440,1067269.88
2026-06-29,KSA,Video,53094,39254,59.8%,73,93336,3813,298,218999.89
2026-06-29,KSA,Display,13288,10390,55.3%,73,20723,1226,87,63593.72
2026-06-29,KSA,Influencer,1844,1461,33.0%,108,3947,178,16,12169.3
2026-06-29,KSA,Organic Search,37353,30054,43.4%,144,94506,4373,394,288869.31
2026-06-29,KSA,Direct,31785,25571,37.6%,189,56392,1841,318,210734.85
2026-07-06,KSA,Paid Search,106679,82955,50.7%,156,252657,5605,444,332559.57
2026-07-06,KSA,Paid Social,243825,181095,51.7%,63,398777,22269,1380,973804.08
2026-07-06,KSA,Video,51456,42285,60.1%,137,116971,3778,173,131857.26
2026-07-06,KSA,Display,14325,11185,60.7%,69,29838,1143,59,40308.3
2026-07-06,KSA,Influencer,2376,1740,38.7%,133,3850,138,22,16614.84
2026-07-06,KSA,Organic Search,44292,34096,31.2%,147,76411,4488,700,473653.89
2026-07-06,KSA,Direct,33676,26681,34.2%,89,82029,2139,367,256270.15
2026-07-13,KSA,Paid Search,110344,81037,62.5%,132,198857,12955,626,479560.8
2026-07-13,KSA,Paid Social,241468,207322,52.4%,160,437915,12376,1481,1077342.47
2026-07-13,KSA,Video,52702,42932,60.2%,144,85713,3832,299,211767.54
2026-07-13,KSA,Display,15638,12545,55.0%,170,32872,942,57,42715.6
2026-07-13,KSA,Influencer,1075,814,43.5%,122,2563,113,9,6539.66
2026-07-13,KSA,Organic Search,38646,30071,36.1%,133,87353,2868,451,322774.69
2026-07-13,KSA,Direct,34505,25617,32.8%,204,78886,1885,398,295557.82
2026-07-20,KSA,Paid Search,97274,70997,49.0%,147,149779,11119,542,384174.72
2026-07-20,KSA,Paid Social,267903,227507,57.3%,176,502237,16822,1590,1090612.92
2026-07-20,KSA,Video,46902,37912,61.1%,86,78794,4941,216,150921.19
2026-07-20,KSA,Display,13008,9923,57.5%,67,31614,1062,58,44599.91
2026-07-20,KSA,Influencer,1142,862,43.8%,93,1928,102,11,8299.87
2026-07-20,KSA,Organic Search,43630,34884,40.5%,195,110863,4799,658,438050.67
2026-07-20,KSA,Direct,31307,25583,41.0%,175,63454,2143,464,309566.32
2026-07-27,KSA,Paid Search,107621,80244,62.6%,118,155708,7866,762,547531.48
2026-07-27,KSA,Paid Social,282957,209742,58.6%,174,572973,28250,1943,1305808.55
2026-07-27,KSA,Video,53479,41920,59.8%,72,106990,5463,364,248019.92
2026-07-27,KSA,Display,15420,12701,56.8%,138,31564,1271,68,48800.52
2026-07-27,KSA,Influencer,2455,1856,43.4%,164,3496,233,33,24493.74
2026-07-27,KSA,Organic Search,37609,27975,35.1%,152,54677,3227,484,362301.54
2026-07-27,KSA,Direct,31011,25489,32.2%,87,77279,3528,404,296978.85
2025-08-04,Egypt,Paid Search,45731,34369,56.9%,142,91387,4850,172,36540.94
2025-08-04,Egypt,Paid Social,96957,80114,60.0%,141,160358,9366,582,120806.66
2025-08-04,Egypt,Video,13886,11021,49.4%,76,35555,1142,50,10667.93
2025-08-04,Egypt,Display,5637,4691,55.4%,181,8034,334,25,5134.68
2025-08-04,Egypt,Influencer,728,547,35.8%,206,1238,50,9,2068.24
2025-08-04,Egypt,Organic Search,21697,16758,32.6%,94,44378,1460,182,37498.62
2025-08-04,Egypt,Direct,14344,12263,35.9%,98,22119,1239,212,41863.39
2025-08-11,Egypt,Paid Search,52972,40947,57.0%,188,124730,4262,187,39422.58
2025-08-11,Egypt,Paid Social,93115,70915,50.0%,166,132268,6743,652,137830.01
2025-08-11,Egypt,Video,18038,13542,51.5%,179,34788,1152,114,23714.92
2025-08-11,Egypt,Display,4882,3997,49.8%,140,7013,488,26,5391.92
2025-08-11,Egypt,Influencer,1859,1351,35.0%,61,2783,214,16,3557.82
2025-08-11,Egypt,Organic Search,19913,15695,39.7%,144,42703,1321,174,33354.6
2025-08-11,Egypt,Direct,15248,12811,39.0%,207,24914,1162,227,48576.0
2025-08-18,Egypt,Paid Search,45108,37831,54.1%,110,104860,4461,162,33480.0
2025-08-18,Egypt,Paid Social,90020,76112,54.4%,112,178217,6769,279,65001.87
2025-08-18,Egypt,Video,15857,12402,54.8%,97,39234,950,74,15089.68
2025-08-18,Egypt,Display,5231,4000,53.2%,98,13574,492,34,7425.92
2025-08-18,Egypt,Influencer,824,697,32.9%,141,1557,81,8,1760.2
2025-08-18,Egypt,Organic Search,19488,16251,33.2%,120,37735,1662,206,45660.59
2025-08-18,Egypt,Direct,16643,12345,32.2%,152,33886,1215,191,42940.92
2025-08-25,Egypt,Paid Search,49979,38852,51.0%,163,123574,4624,169,36595.0
2025-08-25,Egypt,Paid Social,104083,88889,51.7%,157,153257,6481,295,62267.64
2025-08-25,Egypt,Video,19965,16776,59.1%,68,46441,1910,74,15681.84
2025-08-25,Egypt,Display,5253,4337,54.3%,137,8296,574,32,6884.06
2025-08-25,Egypt,Influencer,1046,866,33.2%,87,1565,106,13,2846.34
2025-08-25,Egypt,Organic Search,20474,14802,39.7%,99,29541,1918,284,59549.16
2025-08-25,Egypt,Direct,14583,10521,43.3%,147,35435,1628,186,38310.54
2025-09-01,Egypt,Paid Search,36377,29336,59.6%,77,80570,2434,106,22139.98
2025-09-01,Egypt,Paid Social,96277,77600,56.1%,145,247324,7478,701,136158.28
2025-09-01,Egypt,Video,19239,15870,53.0%,190,46841,2162,87,17458.41
2025-09-01,Egypt,Display,4583,3711,51.6%,152,7167,470,14,2972.85
2025-09-01,Egypt,Influencer,839,616,33.7%,65,1462,59,10,2193.14
2025-09-01,Egypt,Organic Search,18193,13258,35.6%,112,26020,1299,163,33666.16
2025-09-01,Egypt,Direct,16146,12967,31.6%,204,37542,991,237,49878.82
2025-09-08,Egypt,Paid Search,49143,36661,61.8%,62,118855,3555,212,45835.98
2025-09-08,Egypt,Paid Social,90660,74327,56.1%,86,165354,8040,640,134117.49
2025-09-08,Egypt,Video,20266,16269,61.4%,167,33058,1313,88,19560.8
2025-09-08,Egypt,Display,4804,3785,56.7%,59,10023,398,22,4501.3
2025-09-08,Egypt,Influencer,804,673,35.9%,125,1201,42,11,2425.14
2025-09-08,Egypt,Organic Search,20042,15823,32.5%,87,41546,1011,252,52535.82
2025-09-08,Egypt,Direct,15489,12473,39.2%,196,40005,1005,181,36106.65
2025-09-15,Egypt,Paid Search,68671,56809,48.6%,123,97077,6149,302,65781.11
2025-09-15,Egypt,Paid Social,94141,73843,55.9%,97,220812,5577,281,64885.15
2025-09-15,Egypt,Video,15578,12133,50.6%,166,37860,1055,48,10541.04
2025-09-15,Egypt,Display,4010,3149,49.9%,165,7764,453,12,2642.62
2025-09-15,Egypt,Influencer,342,260,34.5%,96,784,26,4,851.93
2025-09-15,Egypt,Organic Search,19869,14548,34.8%,97,42990,1394,272,54475.21
2025-09-15,Egypt,Direct,17641,14485,32.2%,137,43870,1606,222,49175.23
2025-09-22,Egypt,Paid Search,44730,37673,53.4%,68,85229,3681,136,30173.09
2025-09-22,Egypt,Paid Social,88930,72370,50.7%,128,174906,9566,380,71282.23
2025-09-22,Egypt,Video,17015,14051,55.0%,174,24578,991,118,26223.88
2025-09-22,Egypt,Display,5051,4029,49.0%,206,11624,288,20,4272.29
2025-09-22,Egypt,Influencer,1121,890,34.0%,170,2237,97,13,2715.99
2025-09-22,Egypt,Organic Search,20611,17348,41.0%,62,52706,1161,180,36237.32
2025-09-22,Egypt,Direct,18068,14528,42.6%,168,39942,1085,185,39386.71
2025-09-29,Egypt,Paid Search,48723,38050,54.6%,146,92805,5193,177,35789.45
2025-09-29,Egypt,Paid Social,93194,75337,55.8%,85,151861,7666,317,72110.37
2025-09-29,Egypt,Video,14417,10640,51.8%,164,35699,1222,63,13409.79
2025-09-29,Egypt,Display,5052,3704,53.3%,172,12984,596,24,5145.72
2025-09-29,Egypt,Influencer,616,452,33.1%,82,1585,37,5,1071.52
2025-09-29,Egypt,Organic Search,18391,15544,42.2%,107,42594,2090,261,54628.22
2025-09-29,Egypt,Direct,18930,15011,31.8%,86,30814,1511,212,43581.1
2025-10-06,Egypt,Paid Search,43714,34216,53.9%,112,82752,2961,223,46954.47
2025-10-06,Egypt,Paid Social,98323,75720,48.4%,89,172224,7854,411,91378.32
2025-10-06,Egypt,Video,19533,14419,53.8%,178,37665,1855,143,30054.59
2025-10-06,Egypt,Display,5390,3938,61.1%,168,11666,353,39,8506.76
2025-10-06,Egypt,Influencer,343,253,42.9%,130,828,38,4,963.61
2025-10-06,Egypt,Organic Search,20211,16634,31.5%,138,43902,2201,173,36947.97
2025-10-06,Egypt,Direct,17550,12815,34.8%,180,31358,1743,185,38814.51
2025-10-13,Egypt,Paid Search,36350,27288,54.9%,179,60116,3438,175,35472.69
2025-10-13,Egypt,Paid Social,110754,87867,54.4%,129,167360,12999,685,141712.01
2025-10-13,Egypt,Video,16603,12491,59.7%,176,39419,1252,56,12882.59
2025-10-13,Egypt,Display,4654,3639,50.1%,121,10990,412,19,4051.31
2025-10-13,Egypt,Influencer,1191,916,41.3%,163,2493,118,13,2781.86
2025-10-13,Egypt,Organic Search,21965,17750,35.9%,62,40675,2338,318,60532.86
2025-10-13,Egypt,Direct,16643,13381,40.2%,196,28445,1948,157,30928.78
2025-10-20,Egypt,Paid Search,63424,47967,50.9%,186,96127,6069,459,99048.13
2025-10-20,Egypt,Paid Social,90576,75303,48.2%,164,234028,6303,284,57010.28
2025-10-20,Egypt,Video,21511,15907,50.9%,66,47225,2083,156,30901.68
2025-10-20,Egypt,Display,3646,2804,48.9%,134,8873,421,18,3910.48
2025-10-20,Egypt,Influencer,198,170,42.2%,104,285,10,1,385.08
2025-10-20,Egypt,Organic Search,20653,15115,39.8%,139,40849,1220,228,45719.18
2025-10-20,Egypt,Direct,16738,12640,39.4%,93,35222,878,233,49023.89
2025-10-27,Egypt,Paid Search,56117,46038,55.3%,71,126508,5227,262,56073.3
2025-10-27,Egypt,Paid Social,115461,83767,61.6%,137,178694,12587,657,136251.56
2025-10-27,Egypt,Video,18649,13727,52.2%,99,27453,1161,97,19074.61
2025-10-27,Egypt,Display,4335,3350,59.4%,165,10609,407,19,4102.39
2025-10-27,Egypt,Influencer,1041,842,43.6%,173,2204,59,14,2998.68
2025-10-27,Egypt,Organic Search,21301,16834,39.1%,120,52598,2374,329,66343.93
2025-10-27,Egypt,Direct,18738,13493,40.4%,64,37025,1274,161,34744.75
2025-11-03,Egypt,Paid Search,44705,33397,55.7%,77,113097,5026,180,35646.26
2025-11-03,Egypt,Paid Social,108119,90619,51.5%,157,242001,12407,670,135975.49
2025-11-03,Egypt,Video,18613,13889,52.2%,202,47182,1285,122,27615.13
2025-11-03,Egypt,Display,4406,3565,53.8%,65,11324,226,17,4088.93
2025-11-03,Egypt,Influencer,192,138,41.9%,191,453,14,1,399.13
2025-11-03,Egypt,Organic Search,21442,16158,32.1%,174,48422,2048,327,65016.88
2025-11-03,Egypt,Direct,17036,13277,35.7%,128,25778,914,255,55920.43
2025-11-10,Egypt,Paid Search,44034,33234,49.7%,202,97691,4686,202,43099.29
2025-11-10,Egypt,Paid Social,100295,78936,60.0%,204,202709,9125,527,116418.58
2025-11-10,Egypt,Video,22864,17721,50.9%,79,42618,2415,85,18312.54
2025-11-10,Egypt,Display,4247,3127,54.2%,155,7014,494,17,3698.08
2025-11-10,Egypt,Influencer,549,458,43.0%,122,1410,57,4,1007.84
2025-11-10,Egypt,Organic Search,20525,15823,31.2%,121,48075,1140,277,55628.93
2025-11-10,Egypt,Direct,18103,13675,38.9%,85,35897,1751,191,41714.81
2025-11-17,Egypt,Paid Search,94068,78712,59.4%,172,152655,9347,423,97503.33
2025-11-17,Egypt,Paid Social,211115,171278,62.1%,133,456071,21819,644,130705.09
2025-11-17,Egypt,Video,33766,27350,53.7%,115,47331,2548,225,45694.15
2025-11-17,Egypt,Display,9757,7800,58.9%,109,22091,803,39,7713.5
2025-11-17,Egypt,Influencer,1717,1262,38.1%,97,2431,192,26,5439.11
2025-11-17,Egypt,Organic Search,19078,14569,38.8%,104,47325,1253,181,38423.12
2025-11-17,Egypt,Direct,15447,12946,33.6%,92,27477,1138,214,45147.82
2025-11-24,Egypt,Paid Search,108975,89469,54.3%,188,190702,7186,808,169833.87
2025-11-24,Egypt,Paid Social,252905,183423,58.5%,165,575231,28597,1719,351603.93
2025-11-24,Egypt,Video,47149,35515,53.9%,164,93029,3486,149,27526.13
2025-11-24,Egypt,Display,11634,8713,49.5%,129,29547,910,77,16095.79
2025-11-24,Egypt,Influencer,1251,916,42.9%,197,2380,149,12,2617.3
2025-11-24,Egypt,Organic Search,19613,16200,38.4%,113,39919,1767,314,69517.64
2025-11-24,Egypt,Direct,15782,11636,40.9%,128,25568,1186,235,47614.74
2025-12-01,Egypt,Paid Search,84747,68736,59.4%,134,216730,8758,412,88758.16
2025-12-01,Egypt,Paid Social,145800,118891,57.1%,162,356657,13236,586,121180.76
2025-12-01,Egypt,Video,36798,31529,60.6%,180,86984,2322,114,22751.21
2025-12-01,Egypt,Display,7494,6346,57.7%,60,15601,519,44,9281.94
2025-12-01,Egypt,Influencer,879,683,37.8%,186,1946,105,9,2037.32
2025-12-01,Egypt,Organic Search,20377,15657,43.9%,69,29629,1380,312,64551.99
2025-12-01,Egypt,Direct,16234,13147,33.3%,179,22899,1530,184,38435.53
2025-12-08,Egypt,Paid Search,48047,35532,51.5%,121,91728,3799,209,44383.08
2025-12-08,Egypt,Paid Social,106696,80303,48.3%,111,230685,7700,336,70887.4
2025-12-08,Egypt,Video,17462,13068,58.1%,118,39476,1491,96,19471.57
2025-12-08,Egypt,Display,5034,3820,55.1%,140,12251,351,29,6072.48
2025-12-08,Egypt,Influencer,1155,852,34.2%,117,2964,132,10,2077.88
2025-12-08,Egypt,Organic Search,22083,16239,34.3%,157,32703,2310,354,74126.11
2025-12-08,Egypt,Direct,17974,14793,33.2%,64,35093,1855,160,35011.89
2025-12-15,Egypt,Paid Search,66856,52831,52.8%,180,120093,3461,220,42155.51
2025-12-15,Egypt,Paid Social,164125,124670,61.8%,76,278640,15046,944,192642.06
2025-12-15,Egypt,Video,24135,18253,62.5%,128,54046,1612,113,23649.16
2025-12-15,Egypt,Display,7209,6137,52.4%,85,15581,608,36,7764.15
2025-12-15,Egypt,Influencer,1157,934,35.4%,177,2497,97,12,2517.0
2025-12-15,Egypt,Organic Search,21102,16487,31.0%,131,50571,2264,252,54242.86
2025-12-15,Egypt,Direct,16517,11986,35.3%,130,26660,1045,169,34014.12
2025-12-22,Egypt,Paid Search,73433,55935,57.4%,188,136708,8359,448,97788.13
2025-12-22,Egypt,Paid Social,130234,105062,52.3%,166,314966,9234,589,128061.92
2025-12-22,Egypt,Video,27763,22069,49.9%,141,47384,2938,127,28348.87
2025-12-22,Egypt,Display,7647,5651,52.1%,81,13122,832,33,7002.58
2025-12-22,Egypt,Influencer,200,154,42.9%,90,468,18,2,527.95
2025-12-22,Egypt,Organic Search,21454,17421,37.5%,61,45073,1850,325,65319.81
2025-12-22,Egypt,Direct,15635,12635,40.3%,102,38026,1694,216,46268.65
2025-12-29,Egypt,Paid Search,66346,56199,62.2%,194,128508,6789,431,86016.96
2025-12-29,Egypt,Paid Social,119530,87457,49.9%,105,261985,8049,627,138026.08
2025-12-29,Egypt,Video,21841,18143,59.2%,174,52309,1775,139,31057.77
2025-12-29,Egypt,Display,7931,5976,52.5%,130,14202,783,29,6465.5
2025-12-29,Egypt,Influencer,61,48,34.2%,153,120,6,0,115.93
2025-12-29,Egypt,Organic Search,20393,17369,42.5%,91,49906,2007,231,48205.85
2025-12-29,Egypt,Direct,16033,13744,41.5%,73,29481,935,189,38987.79
2026-01-05,Egypt,Paid Search,44165,34733,55.0%,174,93631,2389,153,32906.28
2026-01-05,Egypt,Paid Social,105408,79311,51.4%,100,255892,11687,702,155717.59
2026-01-05,Egypt,Video,19028,16354,58.6%,112,28080,1801,60,12549.86
2026-01-05,Egypt,Display,4197,3026,61.0%,194,8581,451,30,6313.17
2026-01-05,Egypt,Influencer,266,214,42.3%,106,458,26,2,632.75
2026-01-05,Egypt,Organic Search,21081,17982,42.9%,92,36209,1177,311,63612.67
2026-01-05,Egypt,Direct,17656,13664,36.4%,187,32172,1116,157,32756.17
2026-01-12,Egypt,Paid Search,39298,28955,49.7%,86,101966,2400,164,35368.15
2026-01-12,Egypt,Paid Social,105745,85698,48.3%,200,176757,6702,687,148138.88
2026-01-12,Egypt,Video,17923,14296,61.8%,161,32645,1362,126,26193.29
2026-01-12,Egypt,Display,4753,3727,60.7%,90,7199,535,22,4875.21
2026-01-12,Egypt,Influencer,602,437,37.0%,169,1052,48,8,1923.13
2026-01-12,Egypt,Organic Search,20163,14742,33.6%,78,37291,1996,193,41708.27
2026-01-12,Egypt,Direct,16878,12904,40.0%,196,33428,1092,225,45907.35
2026-01-19,Egypt,Paid Search,32603,25334,53.0%,97,54926,2406,194,40249.64
2026-01-19,Egypt,Paid Social,60437,44570,52.5%,153,147046,4843,256,51195.6
2026-01-19,Egypt,Video,11010,8141,58.6%,118,17759,1246,78,16020.04
2026-01-19,Egypt,Display,2893,2330,60.9%,151,5671,324,10,2166.57
2026-01-19,Egypt,Influencer,3132,2352,40.3%,167,5131,305,42,9100.15
2026-01-19,Egypt,Organic Search,20367,15721,37.5%,119,33259,1665,253,51992.58
2026-01-19,Egypt,Direct,18412,13403,41.2%,68,29352,1803,208,46928.89
2026-01-26,Egypt,Paid Search,29183,23315,57.0%,102,56819,1500,178,38161.79
2026-01-26,Egypt,Paid Social,55324,41164,54.3%,70,123723,4575,411,87787.54
2026-01-26,Egypt,Video,11977,10251,52.5%,62,28603,1266,83,18634.5
2026-01-26,Egypt,Display,3199,2526,50.1%,163,7203,307,15,3438.39
2026-01-26,Egypt,Influencer,1021,845,38.0%,96,1522,98,12,2625.71
2026-01-26,Egypt,Organic Search,21277,17822,32.8%,86,30801,1385,206,43131.45
2026-01-26,Egypt,Direct,16997,14254,39.5%,74,41306,1280,212,45081.2
2026-02-02,Egypt,Paid Search,30603,25469,60.3%,194,67967,2227,98,20982.6
2026-02-02,Egypt,Paid Social,52907,43569,57.1%,153,136752,5853,257,53880.04
2026-02-02,Egypt,Video,10417,8561,60.2%,167,16092,745,51,10864.69
2026-02-02,Egypt,Display,2851,2222,57.0%,178,5418,193,10,2287.79
2026-02-02,Egypt,Influencer,2260,1667,39.9%,187,4248,137,34,6968.43
2026-02-02,Egypt,Organic Search,20184,15151,32.3%,146,48439,1532,308,62624.08
2026-02-02,Egypt,Direct,19355,14272,40.8%,137,42369,2059,263,58194.88
2026-02-09,Egypt,Paid Search,31665,26572,58.9%,146,75056,3437,120,26358.53
2026-02-09,Egypt,Paid Social,62181,51987,50.8%,151,114803,3621,327,69628.09
2026-02-09,Egypt,Video,11354,8339,57.9%,121,28608,1294,59,12681.33
2026-02-09,Egypt,Display,2537,1983,55.2%,173,5691,212,15,3434.86
2026-02-09,Egypt,Influencer,1677,1331,40.5%,120,4353,117,24,5006.47
2026-02-09,Egypt,Organic Search,20968,17052,42.4%,72,47783,2227,271,56097.61
2026-02-09,Egypt,Direct,17368,13528,43.9%,140,26916,897,249,52751.43
2026-02-16,Egypt,Paid Search,28509,21392,62.8%,193,40294,2540,121,25930.44
2026-02-16,Egypt,Paid Social,56082,42357,53.0%,142,96147,6105,307,63504.04
2026-02-16,Egypt,Video,11409,8256,56.2%,108,16196,997,53,11167.2
2026-02-16,Egypt,Display,3287,2691,57.0%,169,6776,264,10,2109.92
2026-02-16,Egypt,Influencer,1807,1527,32.5%,74,2759,107,17,3701.88
2026-02-16,Egypt,Organic Search,17586,14283,43.6%,159,45255,1753,180,39788.01
2026-02-16,Egypt,Direct,16774,13128,31.4%,171,26857,1095,260,59054.38
2026-02-23,Egypt,Paid Search,37744,27932,50.1%,89,83445,3378,204,43333.33
2026-02-23,Egypt,Paid Social,76328,61646,61.5%,202,170211,4474,559,124220.5
2026-02-23,Egypt,Video,13790,9989,62.8%,63,24568,1433,81,17742.78
2026-02-23,Egypt,Display,4313,3653,55.2%,58,10479,406,21,4474.64
2026-02-23,Egypt,Influencer,1143,856,32.9%,69,2610,92,11,2372.76
2026-02-23,Egypt,Organic Search,20885,16504,36.1%,172,41609,2408,257,56288.99
2026-02-23,Egypt,Direct,15639,11486,35.1%,92,28437,929,182,38522.17
2026-03-02,Egypt,Paid Search,81720,64576,54.0%,74,186905,6521,532,110682.39
2026-03-02,Egypt,Paid Social,163805,133216,55.7%,180,422551,17588,1068,213286.83
2026-03-02,Egypt,Video,32956,27301,51.2%,86,52382,3246,115,24257.11
2026-03-02,Egypt,Display,7716,6563,57.1%,104,12433,483,26,5415.69
2026-03-02,Egypt,Influencer,1200,1001,40.2%,180,2213,88,12,2730.74
2026-03-02,Egypt,Organic Search,19866,16073,35.4%,94,42192,1524,232,49781.23
2026-03-02,Egypt,Direct,16432,12302,38.5%,79,28477,1155,197,41425.56
2026-03-09,Egypt,Paid Search,72831,59374,48.6%,77,179127,4791,299,60035.74
2026-03-09,Egypt,Paid Social,141829,111154,55.9%,145,257586,7543,781,176929.12
2026-03-09,Egypt,Video,21373,17788,58.6%,74,48558,1640,72,15054.03
2026-03-09,Egypt,Display,6652,4894,57.3%,155,15120,681,40,8388.63
2026-03-09,Egypt,Influencer,1645,1354,35.4%,70,2991,143,17,3564.32
2026-03-09,Egypt,Organic Search,20621,17563,31.4%,79,39329,2084,296,64627.06
2026-03-09,Egypt,Direct,17450,14905,37.4%,71,28463,1657,164,35746.48
2026-03-16,Egypt,Paid Search,65096,54895,57.2%,179,99643,4444,402,82887.19
2026-03-16,Egypt,Paid Social,120610,103666,54.1%,131,272788,7719,603,123863.62
2026-03-16,Egypt,Video,22903,18426,51.5%,209,46799,1943,155,31653.57
2026-03-16,Egypt,Display,6566,4930,55.0%,89,16204,414,37,8147.17
2026-03-16,Egypt,Influencer,935,718,43.5%,58,1995,109,10,2202.64
2026-03-16,Egypt,Organic Search,20059,15392,39.2%,82,39344,1270,310,62763.17
2026-03-16,Egypt,Direct,16702,13796,40.0%,76,27633,1925,175,35117.14
2026-03-23,Egypt,Paid Search,61055,48207,55.2%,209,92621,4994,276,60353.84
2026-03-23,Egypt,Paid Social,113590,85844,61.9%,175,259629,7786,694,149535.84
2026-03-23,Egypt,Video,22007,16753,54.2%,159,31508,1526,122,26544.41
2026-03-23,Egypt,Display,6955,5441,59.9%,193,14690,382,37,8290.04
2026-03-23,Egypt,Influencer,1117,877,41.2%,135,2100,60,15,3234.63
2026-03-23,Egypt,Organic Search,20481,17084,39.4%,161,38732,1291,204,45388.8
2026-03-23,Egypt,Direct,15767,13494,42.5%,146,38917,1196,160,32272.09
2026-03-30,Egypt,Paid Search,38776,28260,55.9%,138,82822,4065,142,31949.41
2026-03-30,Egypt,Paid Social,85143,64768,50.1%,136,186106,4615,293,64875.15
2026-03-30,Egypt,Video,14729,10860,59.7%,98,25929,906,59,13067.07
2026-03-30,Egypt,Display,4374,3355,51.9%,126,6461,519,19,4124.84
2026-03-30,Egypt,Influencer,1447,1237,38.7%,207,2107,159,12,2732.4
2026-03-30,Egypt,Organic Search,21156,15960,39.0%,131,51028,1210,241,50367.86
2026-03-30,Egypt,Direct,17569,14265,38.4%,193,43029,1395,210,43368.12
2026-04-06,Egypt,Paid Search,41359,30940,54.9%,87,74556,4658,274,57630.28
2026-04-06,Egypt,Paid Social,86619,74264,53.1%,159,194141,6599,514,107812.44
2026-04-06,Egypt,Video,16848,13530,53.4%,139,36439,1834,71,14990.28
2026-04-06,Egypt,Display,4037,3087,59.2%,128,9187,280,27,5649.52
2026-04-06,Egypt,Influencer,976,739,31.7%,61,2209,110,14,2884.31
2026-04-06,Egypt,Organic Search,22218,17822,33.7%,83,43149,2060,302,62791.19
2026-04-06,Egypt,Direct,17055,14294,42.8%,199,24353,2032,167,36631.45
2026-04-13,Egypt,Paid Search,45455,32868,52.9%,105,110403,2962,236,50291.85
2026-04-13,Egypt,Paid Social,77937,64944,53.2%,155,177394,6236,255,57997.29
2026-04-13,Egypt,Video,14738,11681,58.8%,200,26943,1040,50,10011.69
2026-04-13,Egypt,Display,4351,3165,50.2%,175,9817,252,14,2814.04
2026-04-13,Egypt,Organic Search,20738,16042,31.8%,170,38868,1959,337,68560.9
2026-04-13,Egypt,Direct,18495,15456,37.0%,183,30251,1836,275,60222.14
2026-04-20,Egypt,Paid Search,37925,30392,57.9%,177,96236,3916,188,41673.37
2026-04-20,Egypt,Paid Social,78491,57158,60.0%,65,140638,6786,421,89406.86
2026-04-20,Egypt,Video,18742,15234,48.4%,74,27810,2179,121,25113.87
2026-04-20,Egypt,Display,4452,3444,52.0%,157,7512,415,20,4293.15
2026-04-20,Egypt,Influencer,363,304,36.8%,95,839,26,4,972.96
2026-04-20,Egypt,Organic Search,19476,15689,32.9%,163,27687,1432,264,59775.36
2026-04-20,Egypt,Direct,15129,12735,36.0%,195,22269,1033,135,30438.44
2026-04-27,Egypt,Paid Search,38142,31933,59.2%,147,93172,3551,153,33986.51
2026-04-27,Egypt,Paid Social,75542,54872,48.2%,176,111564,5739,341,68218.76
2026-04-27,Egypt,Video,14707,11070,50.9%,67,30772,1646,48,10103.14
2026-04-27,Egypt,Display,3605,2744,52.8%,142,6656,407,16,3306.99
2026-04-27,Egypt,Influencer,608,501,43.3%,156,1248,38,6,1270.46
