date,market,platform,followers,posts,impressions,reach,engagements,video_views,sentiment_score
2026-05-11,Egypt,Twitter,195854,4,113463,58784,1044,51020.0,0.417
2026-05-11,Egypt,Facebook,277417,6,197738,83403,1839,60845.0,0.398
2026-05-18,Egypt,instagram,614247,6,359256,160363,6491,149505.0,0.406
2026-05-18,Egypt,tiktok,538019,8,282439,150292,9975,135994.0,0.485
2026-05-18,Egypt,YT,356381,6,207109,101728,3311,82288.0,0.485
2026-05-18,Egypt,X,196749,9,98110,52306,854,48758.0,0.429
2026-05-18,Egypt,facebook,276371,4,132367,68774,1344,49172.0,0.505
2026-05-25,Egypt,instagram,615224,7,293638,132768,6049,118544.0,0.458
2026-05-25,Egypt,tiktok,536315,6,224939,128241,9984,80465.0,0.412
2026-05-25,Egypt,youtube,355002,11,173063,93276,2383,70848.0,0.416
2026-05-25,Egypt,X (Twitter),198525,4,104796,45485,709,43263.0,0.389
2026-05-25,Egypt,FB,276552,6,169779,79090,1544,,0.394
2026-06-01,Egypt,Instagram,614409,10,307807,180483,7103,115993.0,0.417
2026-06-01,Egypt,Tik Tok,535594,9,199534,121522,8276,95278.0,0.363
2026-06-01,Egypt,youtube,358441,7,180214,83999,2548,71631.0,0.395
2026-06-01,Egypt,X,200497,5,110531,61394,1077,39287.0,0.47
2026-06-01,Egypt,Facebook,279552,10,152571,74357,1780,59650.0,0.4
2026-06-08,Egypt,Instagram,613804,11,379365,166576,5967,158015.0,0.399
2026-06-08,Egypt,tiktok,540117,6,333211,162785,8865,139674.0,0.39
2026-06-08,Egypt,YouTube,361121,10,217092,100721,2973,107677.0,0.406
2026-06-08,Egypt,X (Twitter),199145,4,98494,57905,1110,50972.0,0.427
2026-06-08,Egypt,FB,280452,4,173996,73614,1707,54562.0,0.389
2026-06-15,Egypt,IG,617713,11,434095,186305,7908,167916.0,0.442
2026-06-15,Egypt,Tik Tok,544783,11,290242,161834,11256,87585.0,0.414
2026-06-15,Egypt,YT,361899,5,222911,117505,2888,84429.0,0.415
2026-06-15,Egypt,X,199286,6,103246,61245,938,50626.0,0.463
2026-06-15,Egypt,FB,280771,6,144174,82438,1597,64781.0,0.444
2026-06-22,Egypt,Instagram,619865,11,306257,145785,6254,133569.0,0.388
2026-06-22,Egypt,TikTok,542564,10,258720,119360,9284,132281.0,0.44
2026-06-22,Egypt,youtube,359499,9,258339,111252,3100,100951.0,0.419
2026-06-22,Egypt,X (Twitter),201452,10,94123,51532,833,30256.0,0.41
2026-06-22,Egypt,facebook,280801,10,149311,76613,1582,77021.0,0.471
2026-06-29,Egypt,instagram,628899,7,441406,219466,8604,195000.0,0.434
2026-06-29,Egypt,tiktok,542769,11,342041,153678,10627,148927.0,0.45
2026-06-29,Egypt,YouTube,362527,11,144052,78022,2118,46766.0,0.445
2026-06-29,Egypt,Twitter,201594,7,145454,64844,1063,54154.0,0.427
2026-06-29,Egypt,facebook,282681,10,118948,64811,1228,58734.0,0.409
2026-07-06,Egypt,instagram,628035,4,425909,195957,8597,154206.0,0.468
2026-07-06,Egypt,TikTok,546753,10,286173,156159,11783,101285.0,0.333
2026-07-06,Egypt,youtube,364459,9,134066,80368,2598,55233.0,0.393
2026-07-06,Egypt,X (Twitter),201158,6,118830,67493,1219,58271.0,0.379
2026-07-06,Egypt,Facebook,283568,8,172382,82262,1692,67746.0,0.432
2026-07-13,Egypt,IG,629692,5,281729,150955,5592,96283.0,0.386
2026-07-13,Egypt,Tik Tok,543625,9,331478,177131,11309,155100.0,0.448
2026-07-13,Egypt,YT,364865,8,198522,89793,2475,59966.0,0.379
2026-07-13,Egypt,Twitter,202678,4,94095,55653,777,31030.0,0.372
2026-07-13,Egypt,Facebook,283568,8,140475,64256,1534,,0.444
2026-07-20,Egypt,IG,629177,11,319861,173654,7089,119988.0,0.372
2026-07-20,Egypt,tiktok,551044,11,282475,122690,7640,92728.0,0.446
2026-07-20,Egypt,YouTube,367592,11,201744,106432,2951,88145.0,0.397
2026-07-20,Egypt,X,203342,6,116015,51871,884,51041.0,0.451
2026-07-20,Egypt,FB,285672,10,147744,69865,1283,44544.0,0.424
2026-07-27,Egypt,IG,629609,6,326308,182371,7577,150102.0,0.447
2026-07-27,Egypt,tiktok,550556,10,241388,110509,7576,99620.0,0.425
2026-07-27,Egypt,YouTube,364419,7,209403,96118,2393,94836.0,0.415
2026-07-27,Egypt,X (Twitter),206100,10,105146,47800,665,35844.0,0.553
2026-07-27,Egypt,Facebook,285628,11,110550,52591,1185,50693.0,0.426
2026-06-15,KSA,IG,751382,8,674175,322630,12068,284518.0,0.363
2026-02-09,KSA,TikTok,616018,5,320142,196620,14474,152072.0,0.493
2025-09-29,UAE,Tik Tok,344361,6,344005,183352,13558,125847.0,0.429
2025-12-22,UAE,YT,241618,4,355262,187561,5349,144599.0,0.422
2025-12-22,KSA,instagram,689889,9,604689,373769,13284,185805.0,0.478
2025-12-15,Egypt,tiktok,488854,9,224491,134106,8813,,0.35
2025-12-22,Egypt,instagram,570296,4,371544,168981,7347,156889.0,0.396
2026-06-29,Egypt,YouTube,362527,11,144052,78022,2118,46766.0,0.445
2025-09-22,KSA,YouTube,378407,7,443099,205822,6092,184396.0,0.392
2026-06-01,UAE,IG,454882,8,265054,164957,5977,114797.0,0.456
2026-06-08,UAE,instagram,454764,5,478835,220396,9437,198252.0,0.414
2025-10-20,KSA,YT,389248,4,303886,179892,4721,94313.0,0.39
2026-04-13,KSA,Twitter,235951,6,189109,83433,1401,85751.0,0.378
2025-08-25,UAE,YouTube,225761,7,173315,98385,2911,59540.0,0.376
2025-09-22,UAE,instagram,394020,4,453996,199590,7409,187548.0,0.445
2026-07-20,KSA,X,245553,9,146783,89692,1715,55730.0,0.434
