week,market,channel,product,impressions,clicks,spend_aed,conversions,sales_aed,engagement_rate,brand_awareness,purchase_intent,influencer,followers,tv_grp,pr_mentions,pr_share_of_voice,sessions,bounce_rate,avg_session_sec,pages_per_session,competitor_sov,sentiment,media_type,channel_role,revenue_attributed,cpm_aed,cpc_aed,ctr,cpa_aed,roas,aov_aed,cost_per_grp_aed
4,SEPAK,Website,Galaxy S24,,,,315,"71,661",,42,51.70,,,,,,"34,161",36,166,2.99,13.80,0.78,earned,owned,True,,,,,,227.50,
4,SEPAK,PR,Galaxy S24,,,0,,,,58.40,69.30,,,,19,23.20,,,,,4.80,0.95,earned,brand,False,,,,,,,
4,SEPAK,B2B Roadshow,Galaxy S24,"5,618",,"4,439",42,"14,436",5.94,71.10,51.90,,,,,,,,,,7.40,0.91,paid,brand,True,790.14,,,105.69,3.25,343.71,
4,SEPAK,Paid Social,Galaxy Tab S10,"518,276","6,147","25,523",294,"47,625",1.02,63.60,35.20,,,,,,,,,,15.70,0.87,paid,response,True,49.25,4.15,0.01,86.81,1.87,161.99,
4,SEPAK,Influencer,Galaxy Tab S10,,,"7,968",32,"12,086",4.58,43,44.60,Influencer_20,"778,469",,,,,,,,13.90,0.88,paid,response,True,,,,249,1.52,377.69,
4,SEPAK,TV,Galaxy Tab S10,,,"31,480",,,,67.20,47.70,,,473,,,,,,,18.60,0.85,paid,brand,False,,,,,,,66.55
4,SEPAK,Search,Galaxy Tab S10,"395,251","7,539","14,529","1,114","418,277",1.91,57,45.40,,,,,,,,,,8.60,0.85,paid,response,True,36.76,1.93,0.02,13.04,28.79,375.47,
4,SEPAK,Website,Galaxy Tab S10,,,,753,"231,126",,61.20,52.70,,,,,,"70,075",43.80,208,2.96,10.10,0.81,earned,owned,True,,,,,,306.94,
4,SEPAK,PR,Galaxy Tab S10,,,0,,,,57.90,50.80,,,,24,42,,,,,3.60,0.89,earned,brand,False,,,,,,,
4,SEPAK,B2B Roadshow,Galaxy Tab S10,"10,216",,"5,341",88,"38,638",7.04,55.20,69,,,,,,,,,,9.70,0.97,paid,brand,True,522.81,,,60.69,7.23,439.07,
4,SEPAK,Paid Social,Galaxy Buds3,"571,526","6,491","28,874",615,"196,304",1.17,44.70,30.20,,,,,,,,,,8.30,0.91,paid,response,True,50.52,4.45,0.01,46.95,6.80,319.19,
4,SEPAK,Influencer,Galaxy Buds3,,,"7,376",47,"12,843",3.99,57.40,52.50,Influencer_23,"948,851",,,,,,,,15,0.93,paid,response,True,,,,156.94,1.74,273.26,
4,SEPAK,TV,Galaxy Buds3,,,"64,610",,,,68.20,56.20,,,750,,,,,,,19.20,0.85,paid,brand,False,,,,,,,86.15
4,SEPAK,Search,Galaxy Buds3,"574,472","12,085","15,728","1,057","530,426",2.10,58.40,58.20,,,,,,,,,,9.20,0.84,paid,response,True,27.38,1.30,0.02,14.88,33.72,501.82,
4,SEPAK,Website,Galaxy Buds3,,,,"1,750","497,856",,51.90,35.60,,,,,,"98,926",38.60,180,2.94,6,0.86,earned,owned,True,,,,,,284.49,
4,SEPAK,PR,Galaxy Buds3,,,0,,,,63.60,68.10,,,,70,29.50,,,,,8.60,0.93,earned,brand,False,,,,,,,
4,SEPAK,Paid Social,Galaxy Watch6,"207,429","3,017","11,199",134,"20,297",1.12,50,33,,,,,,,,,,10.20,0.88,paid,response,True,53.99,3.71,0.01,83.57,1.81,151.47,
4,SEPAK,Influencer,Galaxy Watch6,,,"2,611",14,"3,155",2.53,50.60,28.60,Influencer_19,"571,754",,,,,,,,8,0.85,paid,response,True,,,,186.50,1.21,225.36,
4,SEPAK,TV,Galaxy Watch6,,,"16,079",,,,69.40,46.70,,,316,,,,,,,12.30,0.78,paid,brand,False,,,,,,,50.88
4,SEPAK,Search,Galaxy Watch6,"209,829","4,390","11,030",707,"199,804",2.09,56.60,55.40,,,,,,,,,,6.90,0.84,paid,response,True,52.57,2.51,0.02,15.60,18.11,282.61,
4,SEPAK,Website,Galaxy Watch6,,,,344,"144,787",,40.80,38.90,,,,,,"42,752",39.20,178,2.78,13.40,0.91,earned,owned,True,,,,,,420.89,
4,SEPAK,PR,Galaxy Watch6,,,0,,,,79.70,68.80,,,,16,35,,,,,11.60,0.82,earned,brand,False,,,,,,,
4,SEPAK,B2B Roadshow,Galaxy Watch6,"10,409",,"7,506",40,"9,740",4.62,70.30,67.60,,,,,,,,,,8.50,0.97,paid,brand,True,721.11,,,187.65,1.30,243.50,
5,SGE,Paid Social,Galaxy Z Fold8,"541,653","7,463","9,375",364,"64,417",0.81,47.20,46,,,,,,,,,,14.70,0.76,paid,response,True,17.31,1.26,0.01,25.76,6.87,176.97,
5,SGE,Influencer,Galaxy Z Fold8,,,"4,536",27,"8,918",4,45.20,39.60,Influencer_3,"558,760",,,,,,,,14.10,0.80,paid,response,True,,,,168,1.97,330.30,
5,SGE,TV,Galaxy Z Fold8,,,"22,995",,,,67.80,48.70,,,443,,,,,,,16.20,0.89,paid,brand,False,,,,,,,51.91
5,SGE,Search,Galaxy Z Fold8,"383,813","5,555","13,835",554,"255,913",1.45,67.20,53,,,,,,,,,,9.50,0.81,paid,response,True,36.05,2.49,0.01,24.97,18.50,461.94,
5,SGE,Website,Galaxy Z Fold8,,,,411,"95,793",,51.70,45.40,,,,,,"39,957",25.80,199,3.89,6.40,0.76,earned,owned,True,,,,,,233.07,
5,SGE,PR,Galaxy Z Fold8,,,0,,,,75,70.50,,,,41,30.70,,,,,4,0.87,earned,brand,False,,,,,,,
5,SGE,Paid Social,Galaxy Z Flip8,"458,991","5,310","11,809",341,"74,103",1,53,43.50,,,,,,,,,,9.30,0.71,paid,response,True,25.73,2.22,0.01,34.63,6.28,217.31,
5,SGE,Influencer,Galaxy Z Flip8,,,"7,848",4,"1,142",2.68,44.90,43.20,Influencer_1,"200,561",,,,,,,,10.80,0.80,paid,response,True,,,,"1,962",0.15,285.50,
5,SGE,TV,Galaxy Z Flip8,,,"53,644",,,,63.40,45.30,,,505,,,,,,,15,0.86,paid,brand,False,,,,,,,106.23
5,SGE,Search,Galaxy Z Flip8,"317,674","4,864","18,837",750,"320,004",1.53,62.10,41.50,,,,,,,,,,7.50,0.87,paid,response,True,59.30,3.87,0.02,25.12,16.99,426.67,
5,SGE,Website,Galaxy Z Flip8,,,,893,"207,730",,65.20,52.10,,,,,,"52,985",39.90,180,2.56,13.70,0.78,earned,owned,True,,,,,,232.62,
5,SGE,PR,Galaxy Z Flip8,,,0,,,,59.40,59.70,,,,65,42.80,,,,,5.10,0.92,earned,brand,False,,,,,,,
5,SGE,Paid Social,Galaxy S24,"516,911","4,866","9,794",211,"41,762",1.19,50.10,57.30,,,,,,,,,,15.70,0.93,paid,response,True,18.95,2.01,0.01,46.42,4.26,197.92,
5,SGE,Influencer,Galaxy S24,,,"5,103",14,"4,631",4.07,51,40.70,Influencer_2,"583,791",,,,,,,,16,0.91,paid,response,True,,,,364.50,0.91,330.79,
5,SGE,TV,Galaxy S24,,,"23,540",,,,61.90,66.70,,,405,,,,,,,10.50,0.91,paid,brand,False,,,,,,,58.12
5,SGE,Search,Galaxy S24,"190,826","3,805","9,333",586,"216,379",1.99,64.10,57.30,,,,,,,,,,13.70,0.81,paid,response,True,48.91,2.45,0.02,15.93,23.18,369.25,
5,SGE,Website,Galaxy S24,,,,794,"313,505",,41.10,44.30,,,,,,"67,132",33,219,2.81,11.40,0.75,earned,owned,True,,,,,,394.84,
5,SGE,PR,Galaxy S24,,,0,,,,75.20,59.10,,,,48,28.70,,,,,4.70,0.84,earned,brand,False,,,,,,,
5,SGE,Paid Social,Galaxy Tab S10,"751,520","7,424","13,715",398,"64,238",0.97,43.70,35.40,,,,,,,,,,16.10,0.93,paid,response,True,18.25,1.85,0.01,34.46,4.68,161.40,
5,SGE,Influencer,Galaxy Tab S10,,,"4,345",17,"4,470",4.75,40,44.50,Influencer_2,"254,022",,,,,,,,12.80,0.94,paid,response,True,,,,255.59,1.03,262.94,
5,SGE,TV,Galaxy Tab S10,,,"44,220",,,,78.70,64.60,,,381,,,,,,,10.20,0.75,paid,brand,False,,,,,,,116.06
5,SGE,Search,Galaxy Tab S10,"535,260","8,001","10,243","1,140","288,559",1.49,55.90,53.80,,,,,,,,,,7.50,0.82,paid,response,True,19.14,1.28,0.01,8.99,28.17,253.12,
5,SGE,Website,Galaxy Tab S10,,,,600,"266,814",,58.20,53.60,,,,,,"44,891",40.60,177,3.58,8.10,0.86,earned,owned,True,,,,,,444.69,
5,SGE,PR,Galaxy Tab S10,,,0,,,,77.90,51.50,,,,82,41.50,,,,,4.40,0.89,earned,brand,False,,,,,,,
5,SGE,Paid Social,Galaxy Buds3,"1,062,006","14,876","28,701",780,"162,186",1.31,53.60,58.10,,,,,,,,,,6.60,0.75,paid,response,True,27.03,1.93,0.01,36.80,5.65,207.93,
5,SGE,Influencer,Galaxy Buds3,,,"8,070",17,"4,320",3.16,45,34.30,Influencer_1,"384,665",,,,,,,,15.40,0.91,paid,response,True,,,,474.71,0.54,254.12,
5,SGE,TV,Galaxy Buds3,,,"80,309",,,,56.70,44.30,,,570,,,,,,,9.90,0.90,paid,brand,False,,,,,,,140.89
5,SGE,Search,Galaxy Buds3,"587,682","7,641","31,348",716,"340,195",1.30,47.30,38,,,,,,,,,,8.50,0.80,paid,response,True,53.34,4.10,0.01,43.78,10.85,475.13,
5,SGE,Website,Galaxy Buds3,,,,930,"335,842",,47.70,53.50,,,,,,"59,542",25.90,213,3.66,11.50,0.89,earned,owned,True,,,,,,361.12,
5,SGE,PR,Galaxy Buds3,,,0,,,,60.20,64.40,,,,23,53.70,,,,,5,0.91,earned,brand,False,,,,,,,
5,SGE,Paid Social,Galaxy Watch6,"348,492","3,127","17,504",348,"123,145",1.02,56.90,38.30,,,,,,,,,,12,0.77,paid,response,True,50.23,5.60,0.01,50.30,7.04,353.86,
5,SGE,Influencer,Galaxy Watch6,,,"1,934",5,"1,445",2.57,51.80,50.10,Influencer_3,"329,054",,,,,,,,7.90,0.93,paid,response,True,,,,386.80,0.75,289,
5,SGE,TV,Galaxy Watch6,,,"18,153",,,,65.70,46.20,,,296,,,,,,,14.90,0.77,paid,brand,False,,,,,,,61.33
5,SGE,Search,Galaxy Watch6,"378,827","6,003","7,867",775,"424,103",1.58,52.60,59.40,,,,,,,,,,7.50,0.79,paid,response,True,20.77,1.31,0.02,10.15,53.91,547.23,
5,SGE,Website,Galaxy Watch6,,,,494,"212,829",,45.50,43.30,,,,,,"53,900",43.40,161,3.41,11.50,0.87,earned,owned,True,,,,,,430.83,
5,SGE,PR,Galaxy Watch6,,,0,,,,74.70,61.60,,,,21,41.80,,,,,4.60,0.94,earned,brand,False,,,,,,,
5,SESAR,Paid Social,Galaxy Z Fold8,"321,065","4,627","12,047",530,"186,920",1.30,44.80,31.10,,,,,,,,,,16.70,0.74,paid,response,True,37.52,2.60,0.01,22.73,15.52,352.68,
5,SESAR,Influencer,Galaxy Z Fold8,,,"3,099",12,"5,268",3.62,65.80,49.40,Influencer_4,"353,709",,,,,,,,7.60,0.84,paid,response,True,,,,258.25,1.70,439,
5,SESAR,TV,Galaxy Z Fold8,,,"24,125",,,,57.30,67.40,,,237,,,,,,,9.20,0.80,paid,brand,False,,,,,,,101.79
5,SESAR,Search,Galaxy Z Fold8,"233,706","3,959","12,885",591,"221,142",1.69,66.80,43.80,,,,,,,,,,12.20,0.88,paid,response,True,55.13,3.25,0.02,21.80,17.16,374.18,
5,SESAR,Website,Galaxy Z Fold8,,,,486,"163,944",,61.50,39.60,,,,,,"41,115",35.80,276,3.30,11.30,0.83,earned,owned,True,,,,,,337.33,
5,SESAR,PR,Galaxy Z Fold8,,,0,,,,77.80,51.50,,,,46,38.30,,,,,2.80,0.86,earned,brand,False,,,,,,,
5,SESAR,Paid Social,Galaxy Z Flip8,"454,932","6,804","9,421",469,"125,917",0.89,45.80,58.30,,,,,,,,,,9.80,0.91,paid,response,True,20.71,1.38,0.01,20.09,13.37,268.48,
5,SESAR,Influencer,Galaxy Z Flip8,,,"7,381",28,"13,763",4.11,63.90,32.30,Influencer_21,"509,012",,,,,,,,14.80,0.76,paid,response,True,,,,263.61,1.86,491.54,
5,SESAR,TV,Galaxy Z Flip8,,,"29,272",,,,79.10,60.10,,,345,,,,,,,11.50,0.73,paid,brand,False,,,,,,,84.85
5,SESAR,Search,Galaxy Z Flip8,"392,001","6,161","10,104",901,"245,190",1.57,67.90,57.30,,,,,,,,,,5.30,0.84,paid,response,True,25.78,1.64,0.02,11.21,24.27,272.13,
5,SESAR,Website,Galaxy Z Flip8,,,,473,"96,075",,45.60,48.60,,,,,,"45,264",41.60,256,2.72,13,0.88,earned,owned,True,,,,,,203.12,
5,SESAR,PR,Galaxy Z Flip8,,,0,,,,75.60,57.10,,,,43,29.10,,,,,7.80,0.80,earned,brand,False,,,,,,,
5,SESAR,Paid Social,Galaxy S24,"279,167","2,537","6,526",224,"43,320",0.91,54.40,43.70,,,,,,,,,,16.90,0.81,paid,response,True,23.38,2.57,0.01,29.13,6.64,193.39,
5,SESAR,Influencer,Galaxy S24,,,"3,555",21,"5,632",5.72,64.40,33.20,Influencer_4,"470,589",,,,,,,,7.40,0.83,paid,response,True,,,,169.29,1.58,268.19,
5,SESAR,TV,Galaxy S24,,,"19,100",,,,60.30,58,,,390,,,,,,,9.60,0.76,paid,brand,False,,,,,,,48.97
5,SESAR,Search,Galaxy S24,"345,558","7,519","6,264","1,215","474,494",2.18,54.80,51.50,,,,,,,,,,12.40,0.81,paid,response,True,18.13,0.83,0.02,5.16,75.75,390.53,
5,SESAR,Website,Galaxy S24,,,,713,"177,310",,60.50,38.40,,,,,,"49,345",27.20,169,3.04,7.90,0.78,earned,owned,True,,,,,,248.68,
5,SESAR,PR,Galaxy S24,,,0,,,,72.40,64.90,,,,16,17,,,,,4.80,0.89,earned,brand,False,,,,,,,
5,SESAR,Paid Social,Galaxy Tab S10,"626,023","9,080","14,905",558,"219,944",1.20,59.40,54.70,,,,,,,,,,6,0.78,paid,response,True,23.81,1.64,0.01,26.71,14.76,394.16,
5,SESAR,Influencer,Galaxy Tab S10,,,"6,867",9,"2,874",5.93,42.30,47.60,Influencer_5,"208,890",,,,,,,,13.80,0.94,paid,response,True,,,,763,0.42,319.33,
5,SESAR,TV,Galaxy Tab S10,,,"27,285",,,,65.20,61,,,426,,,,,,,8.20,0.88,paid,brand,False,,,,,,,64.05
5,SESAR,Search,Galaxy Tab S10,"284,055","3,475","16,890",443,"226,215",1.22,47.90,39.50,,,,,,,,,,11.10,0.79,paid,response,True,59.46,4.86,0.01,38.13,13.39,510.64,
5,SESAR,Website,Galaxy Tab S10,,,,818,"210,956",,45,54.10,,,,,,"46,669",29.30,186,3.65,10.70,0.88,earned,owned,True,,,,,,257.89,
5,SESAR,PR,Galaxy Tab S10,,,0,,,,66,65.60,,,,64,52.90,,,,,5.10,0.86,earned,brand,False,,,,,,,
5,SESAR,Paid Social,Galaxy Buds3,"948,764","13,833","13,310","1,538","528,370",1.07,48.80,49.30,,,,,,,,,,6.40,0.74,paid,response,True,14.03,0.96,0.01,8.65,39.70,343.54,
5,SESAR,Influencer,Galaxy Buds3,,,"3,122",13,"5,994",2.84,52.90,54.10,Influencer_4,"721,690",,,,,,,,14.30,0.77,paid,response,True,,,,240.15,1.92,461.08,
5,SESAR,TV,Galaxy Buds3,,,"36,166",,,,62.80,65.90,,,632,,,,,,,8.90,0.78,paid,brand,False,,,,,,,57.22
5,SESAR,Search,Galaxy Buds3,"490,488","7,619","12,330",746,"359,260",1.55,53.40,47.30,,,,,,,,,,7.30,0.92,paid,response,True,25.14,1.62,0.02,16.53,29.14,481.58,
5,SESAR,Website,Galaxy Buds3,,,,"1,190","527,074",,51,51.40,,,,,,"68,408",34.80,243,3.79,14.70,0.77,earned,owned,True,,,,,,442.92,
5,SESAR,PR,Galaxy Buds3,,,0,,,,73.10,53.80,,,,66,40.40,,,,,2.80,0.87,earned,brand,False,,,,,,,
5,SESAR,Paid Social,Galaxy Watch6,"367,988","3,620","6,699",324,"100,753",1.32,49.80,55.60,,,,,,,,,,5.60,0.91,paid,response,True,18.20,1.85,0.01,20.68,15.04,310.97,
5,SESAR,Influencer,Galaxy Watch6,,,"3,135",24,"6,405",3.05,62.70,45.10,Influencer_5,"594,077",,,,,,,,10,0.84,paid,response,True,,,,130.62,2.04,266.88,
5,SESAR,TV,Galaxy Watch6,,,"32,534",,,,75.50,45.20,,,430,,,,,,,9.20,0.74,paid,brand,False,,,,,,,75.66
5,SESAR,Search,Galaxy Watch6,"254,056","5,000","8,268",600,"161,604",1.97,55.60,50.60,,,,,,,,,,6.90,0.90,paid,response,True,32.54,1.65,0.02,13.78,19.55,269.34,
5,SESAR,Website,Galaxy Watch6,,,,350,"73,349",,46.30,44.20,,,,,,"32,492",28.10,270,2.72,15.40,0.89,earned,owned,True,,,,,,209.57,
5,SESAR,PR,Galaxy Watch6,,,0,,,,66.50,56.80,,,,13,43.10,,,,,6.30,0.81,earned,brand,False,,,,,,,
5,SETK,Paid Social,Galaxy Z Fold8,"453,668","3,702","12,282",227,"70,125",0.86,44.60,43.20,,,,,,,,,,9.10,0.88,paid,response,True,27.07,3.32,0.01,54.11,5.71,308.92,
5,SETK,Influencer,Galaxy Z Fold8,,,"2,433",16,"3,457",3.25,63.30,37.90,Influencer_6,"750,269",,,,,,,,16.10,0.81,paid,response,True,,,,152.06,1.42,216.06,
5,SETK,TV,Galaxy Z Fold8,,,"20,431",,,,78.50,54.50,,,274,,,,,,,13.40,0.88,paid,brand,False,,,,,,,74.57
5,SETK,Search,Galaxy Z Fold8,"316,001","5,172","10,806",839,"350,930",1.64,69.30,40.50,,,,,,,,,,11.50,0.87,paid,response,True,34.20,2.09,0.02,12.88,32.48,418.27,
5,SETK,Website,Galaxy Z Fold8,,,,368,"164,345",,63.40,53.30,,,,,,"32,753",43.80,231,2.52,10.50,0.81,earned,owned,True,,,,,,446.59,
5,SETK,PR,Galaxy Z Fold8,,,0,,,,75.60,70.70,,,,34,22.90,,,,,10.50,0.94,earned,brand,False,,,,,,,
5,SETK,Paid Social,Galaxy Z Flip8,"593,193","6,611","22,053",315,"64,466",1.49,55.10,47.40,,,,,,,,,,7.50,0.79,paid,response,True,37.18,3.34,0.01,70.01,2.92,204.65,
5,SETK,Influencer,Galaxy Z Flip8,,,"6,103",26,"5,312",5.83,60.90,25.50,Influencer_6,"419,952",,,,,,,,15.50,0.85,paid,response,True,,,,234.73,0.87,204.31,
5,SETK,TV,Galaxy Z Flip8,,,"27,198",,,,67.50,67.50,,,540,,,,,,,12,0.79,paid,brand,False,,,,,,,50.37
5,SETK,Search,Galaxy Z Flip8,"416,390","6,769","14,965",618,"187,095",1.63,57.70,39.90,,,,,,,,,,10.40,0.87,paid,response,True,35.94,2.21,0.02,24.22,12.50,302.74,
5,SETK,Website,Galaxy Z Flip8,,,,773,"282,068",,64.40,52.60,,,,,,"71,258",38.60,222,3.55,6.50,0.77,earned,owned,True,,,,,,364.90,
5,SETK,PR,Galaxy Z Flip8,,,0,,,,57.90,69.30,,,,22,17.70,,,,,2.90,0.92,earned,brand,False,,,,,,,
5,SETK,Paid Social,Galaxy S24,"392,855","5,692","7,251",516,"142,333",1.36,62.50,56.60,,,,,,,,,,8,0.89,paid,response,True,18.46,1.27,0.01,14.05,19.63,275.84,
5,SETK,Influencer,Galaxy S24,,,"3,251",25,"7,629",2.90,60.30,38.90,Influencer_24,"599,591",,,,,,,,15.60,0.88,paid,response,True,,,,130.04,2.35,305.16,
5,SETK,TV,Galaxy S24,,,"26,570",,,,78.50,62.10,,,190,,,,,,,13.10,0.77,paid,brand,False,,,,,,,139.84
5,SETK,Search,Galaxy S24,"306,535","4,489","11,204",661,"166,074",1.46,69.70,36.30,,,,,,,,,,5.20,0.91,paid,response,True,36.55,2.50,0.01,16.95,14.82,251.25,
5,SETK,Website,Galaxy S24,,,,908,"317,787",,65.30,34.80,,,,,,"56,059",31.70,260,2.86,11.90,0.90,earned,owned,True,,,,,,349.99,
5,SETK,PR,Galaxy S24,,,0,,,,81,55.80,,,,43,27.90,,,,,8.60,0.86,earned,brand,False,,,,,,,
5,SETK,Paid Social,Galaxy Tab S10,"475,086","5,520","18,761",322,"105,457",0.89,46.10,48.30,,,,,,,,,,10.20,0.89,paid,response,True,39.49,3.40,0.01,58.26,5.62,327.51,
5,SETK,Influencer,Galaxy Tab S10,,,"4,018",16,"3,647",3.06,49.60,43.90,Influencer_6,"779,763",,,,,,,,12.40,0.76,paid,response,True,,,,251.12,0.91,227.94,
5,SETK,TV,Galaxy Tab S10,,,"46,761",,,,79.30,56.80,,,619,,,,,,,7.30,0.87,paid,brand,False,,,,,,,75.54
5,SETK,Search,Galaxy Tab S10,"383,233","7,030","15,485",693,"308,909",1.83,52.50,40.30,,,,,,,,,,12.60,0.90,paid,response,True,40.41,2.20,0.02,22.34,19.95,445.76,
5,SETK,Website,Galaxy Tab S10,,,,"1,113","406,038",,57,44.50,,,,,,"70,935",30.50,186,3.44,6.50,0.83,earned,owned,True,,,,,,364.81,
5,SETK,PR,Galaxy Tab S10,,,0,,,,61,52.50,,,,68,28.70,,,,,3.60,0.81,earned,brand,False,,,,,,,
5,SETK,Paid Social,Galaxy Buds3,"895,684","9,431","17,873",672,"183,294",0.82,44.70,59.80,,,,,,,,,,6.40,0.87,paid,response,True,19.95,1.90,0.01,26.60,10.26,272.76,
5,SETK,Influencer,Galaxy Buds3,,,"6,357",32,"8,126",4.72,36.80,30.40,Influencer_6,"528,817",,,,,,,,12.20,0.87,paid,response,True,,,,198.66,1.28,253.94,
5,SETK,TV,Galaxy Buds3,,,"30,457",,,,79.40,67.30,,,437,,,,,,,12.80,0.84,paid,brand,False,,,,,,,69.70
5,SETK,Search,Galaxy Buds3,"557,188","6,714","25,741","1,035","546,454",1.20,51.80,36.20,,,,,,,,,,5.20,0.86,paid,response,True,46.20,3.83,0.01,24.87,21.23,527.97,
5,SETK,Website,Galaxy Buds3,,,,675,"196,575",,46.50,48.20,,,,,,"66,469",43,157,2.99,14.90,0.80,earned,owned,True,,,,,,291.22,
5,SETK,PR,Galaxy Buds3,,,0,,,,59.80,63.70,,,,76,31,,,,,7.90,0.87,earned,brand,False,,,,,,,
5,SETK,Paid Social,Galaxy Watch6,"438,973","5,035","13,679",582,"221,501",0.98,48.40,56.40,,,,,,,,,,14.10,0.94,paid,response,True,31.16,2.72,0.01,23.50,16.19,380.59,
5,SETK,Influencer,Galaxy Watch6,,,"3,710",34,"14,899",5.28,65.10,39.60,Influencer_7,"811,999",,,,,,,,15.30,0.83,paid,response,True,,,,109.12,4.02,438.21,
5,SETK,TV,Galaxy Watch6,,,"22,706",,,,63,45.20,,,387,,,,,,,11.60,0.76,paid,brand,False,,,,,,,58.67
5,SETK,Search,Galaxy Watch6,"230,388","3,626","5,749",453,"234,126",1.57,71,41.80,,,,,,,,,,8.70,0.88,paid,response,True,24.95,1.59,0.02,12.69,40.72,516.83,
5,SETK,Website,Galaxy Watch6,,,,654,"135,695",,45.60,36.10,,,,,,"56,777",28.60,232,3.14,7.70,0.82,earned,owned,True,,,,,,207.48,
5,SETK,PR,Galaxy Watch6,,,0,,,,60.60,54,,,,18,38.40,,,,,2.10,0.85,earned,brand,False,,,,,,,
5,SELV,Paid Social,Galaxy Z Fold8,"409,194","4,898","12,394",548,"159,144",1.07,60.60,46.80,,,,,,,,,,6.70,0.77,paid,response,True,30.29,2.53,0.01,22.62,12.84,290.41,
5,SELV,Influencer,Galaxy Z Fold8,,,"4,561",22,"9,390",2.76,46,34.60,Influencer_8,"903,956",,,,,,,,8.50,0.91,paid,response,True,,,,207.32,2.06,426.82,
5,SELV,TV,Galaxy Z Fold8,,,"34,472",,,,79.80,53,,,232,,,,,,,8.50,0.75,paid,brand,False,,,,,,,148.59
5,SELV,Search,Galaxy Z Fold8,"259,256","4,643","9,760",639,"214,391",1.79,63.10,56.90,,,,,,,,,,13.90,0.93,paid,response,True,37.65,2.10,0.02,15.27,21.97,335.51,
5,SELV,Website,Galaxy Z Fold8,,,,446,"197,004",,41.40,41.70,,,,,,"47,999",25.70,160,3.01,13.80,0.82,earned,owned,True,,,,,,441.71,
5,SELV,PR,Galaxy Z Fold8,,,0,,,,76.30,56,,,,31,23.20,,,,,7,0.85,earned,brand,False,,,,,,,
5,SELV,Paid Social,Galaxy Z Flip8,"677,351","5,642","17,966",540,"142,368",1.39,71.50,34.60,,,,,,,,,,10,0.85,paid,response,True,26.52,3.18,0.01,33.27,7.92,263.64,
5,SELV,Influencer,Galaxy Z Flip8,,,"2,544",7,"3,486",2.67,62.30,46.70,Influencer_9,"434,896",,,,,,,,8.80,0.77,paid,response,True,,,,363.43,1.37,498,
5,SELV,TV,Galaxy Z Flip8,,,"44,693",,,,77.60,67.20,,,673,,,,,,,18.20,0.89,paid,brand,False,,,,,,,66.41
5,SELV,Search,Galaxy Z Flip8,"359,823","7,496","9,413",682,"364,285",2.08,48.90,43.70,,,,,,,,,,10.50,0.91,paid,response,True,26.16,1.26,0.02,13.80,38.70,534.14,
5,SELV,Website,Galaxy Z Flip8,,,,"1,055","454,931",,62.50,48.80,,,,,,"70,435",36.70,180,2.69,14.40,0.92,earned,owned,True,,,,,,431.21,
5,SELV,PR,Galaxy Z Flip8,,,0,,,,74.20,59,,,,59,34.10,,,,,4.20,0.88,earned,brand,False,,,,,,,
5,SELV,Paid Social,Galaxy S24,"416,324","6,175","12,401",628,"169,984",0.86,65.50,52.30,,,,,,,,,,9.70,0.91,paid,response,True,29.79,2.01,0.01,19.75,13.71,270.68,
5,SELV,Influencer,Galaxy S24,,,"2,577",50,"11,127",4.76,51.30,31.40,Influencer_9,"891,515",,,,,,,,13.20,0.84,paid,response,True,,,,51.54,4.32,222.54,
5,SELV,TV,Galaxy S24,,,"30,378",,,,67.20,51,,,272,,,,,,,16.80,0.87,paid,brand,False,,,,,,,111.68
5,SELV,Search,Galaxy S24,"313,194","6,446","11,118",972,"434,082",2.06,68.20,38.10,,,,,,,,,,6.20,0.93,paid,response,True,35.50,1.72,0.02,11.44,39.04,446.59,
5,SELV,Website,Galaxy S24,,,,981,"409,042",,47.90,34.10,,,,,,"55,295",35.30,252,2.78,8.60,0.91,earned,owned,True,,,,,,416.96,
5,SELV,PR,Galaxy S24,,,0,,,,79.40,64.60,,,,17,19.40,,,,,4.20,0.94,earned,brand,False,,,,,,,
5,SELV,Paid Social,Galaxy Tab S10,"493,396","4,868","22,773",452,"118,948",0.99,70.30,33.50,,,,,,,,,,10.70,0.74,paid,response,True,46.16,4.68,0.01,50.38,5.22,263.16,
5,SELV,Influencer,Galaxy Tab S10,,,"2,833",26,"8,084",4.28,38,36.50,Influencer_8,"651,777",,,,,,,,15.80,0.79,paid,response,True,,,,108.96,2.85,310.92,
5,SELV,TV,Galaxy Tab S10,,,"34,991",,,,59.40,49.40,,,499,,,,,,,14.30,0.82,paid,brand,False,,,,,,,70.12
5,SELV,Search,Galaxy Tab S10,"294,726","5,544","14,978",975,"307,977",1.88,48.30,36.40,,,,,,,,,,7.40,0.79,paid,response,True,50.82,2.70,0.02,15.36,20.56,315.87,
5,SELV,Website,Galaxy Tab S10,,,,561,"235,984",,43.50,48.30,,,,,,"52,174",39,253,3.09,14.30,0.80,earned,owned,True,,,,,,420.65,
5,SELV,PR,Galaxy Tab S10,,,0,,,,62.60,61.90,,,,37,30.10,,,,,8.40,0.85,earned,brand,False,,,,,,,
5,SELV,Paid Social,Galaxy Buds3,"551,790","4,778","31,339",538,"164,374",1.32,68.10,51.60,,,,,,,,,,7.50,0.87,paid,response,True,56.80,6.56,0.01,58.25,5.25,305.53,
